Date,Region,Product,Units_Sold,Unit_Price,Total_Sales
2022-10-08,Central,Product A,67,258.58,17324.86
2022-10-08,West,Product B,41,154.67,6341.47
2022-10-08,North,Product B,3,479.05,1437.15
2022-10-09,West,Product C,32,350.76,11224.32
2022-10-09,South,Product B,71,165.31,11737.01
2022-10-10,South,Product E,44,163.09,7175.96
2022-10-10,Central,Product C,13,271.32,3527.16
2022-10-10,North,Product B,51,379.11,19334.61
2022-10-10,East,Product B,95,368.82,35037.9
2022-10-10,South,Product C,92,234.85,21606.2
2022-10-10,Central,Product A,11,67.66,744.26
2022-10-10,South,Product D,24,103.4,2481.6
2022-10-11,South,Product B,11,152.22,1674.42
2022-10-11,North,Product E,45,177.18,7973.1
2022-10-11,West,Product C,94,480.03,45122.82
2022-10-11,South,Product B,74,158.45,11725.3
2022-10-12,North,Product B,58,158.87,9214.46
2022-10-12,Central,Product A,15,450.64,6759.6
2022-10-12,North,Product E,73,99.84,7288.32
2022-10-12,South,Product E,77,411.38,31676.26
2022-10-12,South,Product D,74,208.32,15415.68
2022-10-12,South,Product D,21,362.85,7619.85
2022-10-13,North,Product E,40,304.5,12180.0
2022-10-13,Central,Product E,96,162.53,15602.88
2022-10-13,South,Product B,26,227.01,5902.26
2022-10-14,South,Product A,59,365.51,21565.09
2022-10-14,East,Product C,48,418.2,20073.6
2022-10-14,Central,Product A,13,131.19,1705.47
2022-10-14,South,Product B,85,456.25,38781.25
2022-10-14,North,Product E,92,349.89,32189.88
2022-10-14,North,Product D,53,224.58,11902.74
2022-10-15,East,Product E,58,133.93,7767.94
2022-10-15,West,Product B,33,400.35,13211.55
2022-10-15,South,Product C,56,267.62,14986.72
2022-10-15,North,Product D,90,178.18,16036.2
2022-10-15,East,Product C,73,208.15,15194.95
2022-10-16,North,Product E,58,110.02,6381.16
2022-10-16,South,Product B,28,154.55,4327.4
2022-10-16,West,Product A,11,454.99,5004.89
2022-10-16,East,Product C,84,454.39,38168.76
2022-10-16,East,Product E,69,244.55,16873.95
2022-10-16,West,Product D,1,172.12,172.12
2022-10-17,West,Product A,73,191.65,13990.45
2022-10-18,East,Product C,58,494.99,28709.42
2022-10-18,East,Product E,95,293.94,27924.3
2022-10-18,Central,Product C,14,221.07,3094.98
2022-10-18,Central,Product A,12,318.3,3819.6
2022-10-18,Central,Product B,80,72.56,5804.8
2022-10-19,North,Product E,57,183.32,10449.24
2022-10-19,West,Product B,7,428.03,2996.21
2022-10-20,North,Product D,3,260.51,781.53
2022-10-20,South,Product D,36,435.33,15671.88
2022-10-20,West,Product B,17,442.45,7521.65
2022-10-21,West,Product C,96,275.22,26421.12
2022-10-21,North,Product D,89,407.2,36240.8
2022-10-21,East,Product C,61,299.76,18285.36
2022-10-21,West,Product C,2,488.18,976.36
2022-10-21,East,Product E,76,406.5,30894.0
2022-10-22,North,Product E,39,142.07,5540.73
2022-10-22,East,Product D,59,325.54,19206.86
2022-10-22,East,Product D,87,57.04,4962.48
2022-10-22,East,Product D,49,164.25,8048.25
2022-10-22,South,Product A,53,257.25,13634.25
2022-10-23,South,Product A,61,416.66,25416.26
2022-10-23,North,Product C,12,412.67,4952.04
2022-10-23,North,Product D,49,491.93,24104.57
2022-10-23,North,Product D,78,461.11,35966.58
2022-10-23,South,Product D,98,262.95,25769.1
2022-10-23,North,Product A,13,426.18,5540.34
2022-10-23,West,Product E,31,175.75,5448.25
2022-10-24,Central,Product B,47,444.66,20899.02
2022-10-25,Central,Product B,26,388.95,10112.7
2022-10-25,North,Product D,97,210.03,20372.91
2022-10-25,Central,Product D,2,242.35,484.7
2022-10-26,East,Product C,16,437.42,6998.72
2022-10-26,North,Product A,82,344.72,28267.04
2022-10-26,West,Product E,22,288.1,6338.2
2022-10-27,South,Product E,55,294.59,16202.45
2022-10-27,Central,Product B,92,436.23,40133.16
2022-10-28,East,Product C,80,420.3,33624.0
2022-10-28,Central,Product A,20,322.91,6458.2
2022-10-29,Central,Product C,44,247.0,10868.0
2022-10-29,South,Product C,31,262.76,8145.56
2022-10-29,East,Product C,69,133.81,9232.89
2022-10-29,West,Product A,69,453.12,31265.28
2022-10-29,West,Product A,15,469.47,7042.05
2022-10-29,East,Product D,68,348.83,23720.44
2022-10-30,South,Product C,93,496.92,46213.56
2022-10-30,West,Product D,47,451.05,21199.35
2022-10-30,East,Product B,53,206.82,10961.46
2022-10-30,North,Product E,75,158.99,11924.25
2022-10-30,South,Product C,25,296.82,7420.5
2022-10-31,East,Product C,81,200.36,16229.16
2022-10-31,North,Product D,85,437.38,37177.3
2022-10-31,Central,Product A,89,140.65,12517.85
2022-11-01,West,Product A,66,95.52,6304.32
2022-11-01,West,Product E,99,104.51,10346.49
2022-11-01,North,Product C,69,234.26,16163.94
2022-11-01,North,Product C,13,372.23,4838.99
2022-11-01,South,Product B,49,464.66,22768.34
2022-11-01,East,Product E,33,116.27,3836.91
2022-11-01,East,Product A,99,450.87,44636.13
2022-11-01,Central,Product C,79,325.67,25727.93
2022-11-02,West,Product C,21,67.73,1422.33
2022-11-02,West,Product E,95,308.5,29307.5
2022-11-02,Central,Product D,60,117.22,7033.2
2022-11-02,East,Product D,50,298.5,14925.0
2022-11-02,East,Product A,92,454.75,41837.0
2022-11-03,East,Product D,92,356.69,32815.48
2022-11-03,Central,Product A,12,111.31,1335.72
2022-11-03,South,Product D,29,277.32,8042.28
2022-11-03,Central,Product D,87,243.39,21174.93
2022-11-04,North,Product B,64,126.38,8088.32
2022-11-04,West,Product B,27,400.28,10807.56
2022-11-04,South,Product E,23,338.71,7790.33
2022-11-04,North,Product A,84,393.04,33015.36
2022-11-04,East,Product D,30,97.68,2930.4
2022-11-04,West,Product C,43,264.07,11355.01
2022-11-05,Central,Product D,88,238.66,21002.08
2022-11-06,North,Product D,41,335.32,13748.12
2022-11-06,West,Product B,18,323.83,5828.94
2022-11-06,South,Product D,29,449.28,13029.12
2022-11-06,North,Product D,18,321.48,5786.64
2022-11-07,West,Product E,5,151.89,759.45
2022-11-07,South,Product A,94,229.17,21541.98
2022-11-07,East,Product B,9,63.72,573.48
2022-11-07,East,Product C,76,253.86,19293.36
2022-11-07,East,Product C,51,213.5,10888.5
2022-11-07,North,Product C,82,107.53,8817.46
2022-11-08,West,Product D,92,311.61,28668.12
2022-11-08,East,Product D,3,80.57,241.71
2022-11-08,North,Product A,68,131.29,8927.72
2022-11-09,East,Product A,87,386.5,33625.5
2022-11-09,North,Product A,34,72.11,2451.74
2022-11-09,Central,Product E,38,107.23,4074.74
2022-11-09,East,Product A,90,156.88,14119.2
2022-11-09,North,Product D,63,189.94,11966.22
2022-11-09,Central,Product A,29,56.94,1651.26
2022-11-09,East,Product B,15,345.1,5176.5
2022-11-10,South,Product D,30,132.2,3966.0
2022-11-10,North,Product C,31,92.41,2864.71
2022-11-10,East,Product D,33,182.03,6006.99
2022-11-10,Central,Product C,46,460.94,21203.24
2022-11-10,North,Product D,56,405.53,22709.68
2022-11-10,East,Product C,21,210.28,4415.88
2022-11-11,Central,Product B,24,97.4,2337.6
2022-11-11,Central,Product B,42,191.78,8054.76
2022-11-11,South,Product D,43,291.73,12544.39
2022-11-12,East,Product D,88,152.79,13445.52
2022-11-12,South,Product D,26,318.11,8270.86
2022-11-13,West,Product C,72,137.32,9887.04
2022-11-13,South,Product C,20,248.54,4970.8
2022-11-13,Central,Product D,93,146.97,13668.21
2022-11-14,South,Product C,68,142.03,9658.04
2022-11-14,West,Product C,6,249.49,1496.94
2022-11-14,West,Product A,22,430.35,9467.7
2022-11-14,Central,Product B,53,301.69,15989.57
2022-11-14,South,Product A,45,230.81,10386.45
2022-11-14,South,Product A,88,287.43,25293.84
2022-11-14,East,Product B,74,390.06,28864.44
2022-11-15,West,Product A,66,212.49,14024.34
2022-11-16,East,Product A,64,286.11,18311.04
2022-11-16,West,Product B,1,207.71,207.71
2022-11-16,Central,Product E,1,308.03,308.03
2022-11-17,East,Product E,90,412.69,37142.1
2022-11-17,Central,Product A,20,208.05,4161.0
2022-11-17,North,Product C,71,134.69,9562.99
2022-11-17,East,Product D,96,247.39,23749.44
2022-11-17,West,Product E,82,465.82,38197.24
2022-11-17,East,Product C,77,366.23,28199.71
2022-11-18,East,Product C,69,237.05,16356.45
2022-11-18,West,Product C,68,51.52,3503.36
2022-11-18,West,Product A,24,438.63,10527.12
2022-11-19,Central,Product E,9,380.94,3428.46
2022-11-19,West,Product B,54,493.68,26658.72
2022-11-20,South,Product B,37,436.44,16148.28
2022-11-20,North,Product A,41,156.68,6423.88
2022-11-20,East,Product D,27,365.97,9881.19
2022-11-20,Central,Product B,30,106.87,3206.1
2022-11-20,South,Product A,29,220.62,6397.98
2022-11-21,East,Product B,14,75.18,1052.52
2022-11-21,South,Product D,51,245.74,12532.74
2022-11-21,Central,Product E,70,487.63,34134.1
2022-11-21,South,Product D,64,104.71,6701.44
2022-11-22,East,Product C,14,262.61,3676.54
2022-11-22,North,Product E,59,228.47,13479.73
2022-11-22,East,Product A,93,150.33,13980.69
2022-11-23,Central,Product D,54,202.77,10949.58
2022-11-23,South,Product E,70,79.02,5531.4
2022-11-23,West,Product D,1,381.5,381.5
2022-11-23,South,Product D,80,417.87,33429.6
2022-11-23,West,Product D,23,446.66,10273.18
2022-11-23,East,Product E,59,320.33,18899.47
2022-11-24,East,Product E,59,424.3,25033.7
2022-11-24,Central,Product E,29,65.21,1891.09
2022-11-24,North,Product C,52,340.66,17714.32
2022-11-24,North,Product E,20,294.88,5897.6
2022-11-24,Central,Product E,92,63.59,5850.28
2022-11-25,East,Product C,71,298.5,21193.5
2022-11-25,Central,Product D,21,367.27,7712.67
2022-11-25,North,Product C,49,180.27,8833.23
2022-11-25,North,Product C,27,415.34,11214.18
2022-11-26,West,Product C,86,172.44,14829.84
2022-11-26,Central,Product D,50,67.49,3374.5
2022-11-26,South,Product E,62,241.44,14969.28
2022-11-26,East,Product C,40,493.89,19755.6
2022-11-27,East,Product C,1,415.51,415.51
2022-11-27,Central,Product B,47,134.23,6308.81
2022-11-27,North,Product C,61,385.74,23530.14
2022-11-27,North,Product C,75,479.59,35969.25
2022-11-27,North,Product B,79,67.37,5322.23
2022-11-27,West,Product D,8,128.09,1024.72
2022-11-27,East,Product A,56,362.54,20302.24
2022-11-28,East,Product C,49,214.26,10498.74
2022-11-28,North,Product B,64,402.67,25770.88
2022-11-28,West,Product B,24,163.3,3919.2
2022-11-29,South,Product B,63,74.97,4723.11
2022-11-29,East,Product A,48,57.97,2782.56
2022-11-30,East,Product D,98,331.81,32517.38
2022-11-30,North,Product C,95,476.56,45273.2
2022-11-30,South,Product A,8,457.29,3658.32
2022-11-30,East,Product E,49,361.18,17697.82
2022-11-30,East,Product D,98,241.19,23636.62
2022-11-30,North,Product D,67,346.97,23246.99
2022-11-30,Central,Product E,81,351.94,28507.14
2022-12-01,North,Product E,51,98.35,5015.85
2022-12-01,Central,Product C,15,128.43,1926.45
2022-12-01,East,Product E,58,53.65,3111.7
2022-12-01,East,Product D,45,359.13,16160.85
2022-12-02,South,Product C,78,314.07,24497.46
2022-12-02,South,Product B,15,187.42,2811.3
2022-12-02,West,Product C,70,53.13,3719.1
2022-12-02,South,Product A,88,433.35,38134.8
2022-12-02,East,Product D,88,363.3,31970.4
2022-12-02,North,Product D,2,434.28,868.56
2022-12-02,West,Product A,85,315.28,26798.8
2022-12-03,North,Product B,10,225.3,2253.0
2022-12-03,South,Product A,47,218.06,10248.82
2022-12-03,Central,Product A,2,184.03,368.06
2022-12-03,North,Product A,4,359.36,1437.44
2022-12-04,South,Product C,81,351.84,28499.04
2022-12-04,East,Product A,22,318.21,7000.62
2022-12-04,Central,Product B,31,255.35,7915.85
2022-12-04,West,Product D,13,397.99,5173.87
2022-12-04,East,Product A,62,351.09,21767.58
2022-12-04,South,Product C,41,266.42,10923.22
2022-12-04,North,Product B,23,323.86,7448.78
2022-12-04,South,Product B,5,474.54,2372.7
2022-12-05,Central,Product D,4,251.82,1007.28
2022-12-05,East,Product C,75,167.05,12528.75
2022-12-05,South,Product B,76,365.08,27746.08
2022-12-05,West,Product E,97,236.39,22929.83
2022-12-05,North,Product B,18,442.2,7959.6
2022-12-06,Central,Product E,77,151.65,11677.05
2022-12-06,South,Product B,45,172.17,7747.65
2022-12-06,West,Product C,53,461.78,24474.34
2022-12-06,South,Product E,24,128.75,3090.0
2022-12-06,South,Product B,35,316.19,11066.65
2022-12-06,West,Product C,96,455.55,43732.8
2022-12-07,West,Product B,31,312.52,9688.12
2022-12-07,South,Product B,68,238.3,16204.4
2022-12-07,South,Product C,23,252.91,5816.93
2022-12-07,North,Product A,36,87.0,3132.0
2022-12-07,North,Product E,20,399.57,7991.4
2022-12-08,South,Product E,13,459.78,5977.14
2022-12-08,South,Product A,5,360.42,1802.1
2022-12-08,North,Product C,98,187.45,18370.1
2022-12-08,Central,Product D,61,68.9,4202.9
2022-12-08,West,Product A,96,433.93,41657.28
2022-12-08,East,Product A,26,172.34,4480.84
2022-12-09,West,Product A,66,111.63,7367.58
2022-12-09,Central,Product E,69,479.5,33085.5
2022-12-09,West,Product B,35,322.84,11299.4
2022-12-09,West,Product D,89,121.68,10829.52
2022-12-10,North,Product D,75,73.9,5542.5
2022-12-10,West,Product E,1,100.71,100.71
2022-12-10,South,Product D,98,319.24,31285.52
2022-12-11,West,Product D,55,129.03,7096.65
2022-12-11,North,Product E,69,127.7,8811.3
2022-12-11,East,Product A,99,458.2,45361.8
2022-12-11,Central,Product D,94,279.95,26315.3
2022-12-11,North,Product E,52,272.89,14190.28
2022-12-11,South,Product D,72,278.55,20055.6
2022-12-12,Central,Product D,43,292.54,12579.22
2022-12-12,South,Product D,66,350.68,23144.88
2022-12-12,South,Product D,41,458.26,18788.66
2022-12-13,East,Product E,74,380.33,28144.42
2022-12-13,Central,Product C,77,340.88,26247.76
2022-12-13,South,Product B,93,374.19,34799.67
2022-12-14,West,Product A,68,415.13,28228.84
2022-12-14,North,Product C,52,137.37,7143.24
2022-12-14,South,Product D,83,184.12,15281.96
2022-12-14,East,Product D,12,314.47,3773.64
2022-12-14,North,Product B,67,127.5,8542.5
2022-12-14,West,Product E,83,435.91,36180.53
2022-12-15,North,Product A,11,459.04,5049.44
2022-12-15,East,Product C,74,373.76,27658.24
2022-12-15,Central,Product A,60,456.99,27419.4
2022-12-15,South,Product D,98,243.44,23857.12
2022-12-16,North,Product B,54,274.09,14800.86
2022-12-16,Central,Product D,37,353.03,13062.11
2022-12-16,East,Product D,15,437.55,6563.25
2022-12-16,East,Product B,20,296.43,5928.6
2022-12-16,East,Product C,23,297.16,6834.68
2022-12-17,West,Product B,3,153.92,461.76
2022-12-17,North,Product A,24,413.76,9930.24
2022-12-17,North,Product B,41,458.69,18806.29
2022-12-18,Central,Product D,92,101.27,9316.84
2022-12-19,Central,Product E,84,171.93,14442.12
2022-12-19,West,Product A,42,234.25,9838.5
2022-12-19,West,Product C,71,352.52,25028.92
2022-12-19,North,Product C,82,424.14,34779.48
2022-12-20,West,Product E,43,209.26,8998.18
2022-12-20,South,Product E,52,367.8,19125.6
2022-12-20,North,Product B,41,331.91,13608.31
2022-12-21,East,Product A,19,390.65,7422.35
2022-12-22,South,Product A,16,185.43,2966.88
2022-12-22,Central,Product B,60,166.22,9973.2
2022-12-22,North,Product C,49,173.26,8489.74
2022-12-22,North,Product C,44,416.39,18321.16
2022-12-22,South,Product C,88,492.33,43325.04
2022-12-23,West,Product E,75,264.54,19840.5
2022-12-23,North,Product B,71,118.8,8434.8
2022-12-24,West,Product D,54,322.43,17411.22
2022-12-24,South,Product C,11,71.59,787.49
2022-12-24,Central,Product B,7,113.73,796.11
2022-12-25,North,Product A,20,487.08,9741.6
2022-12-25,North,Product A,64,163.44,10460.16
2022-12-26,East,Product E,26,354.93,9228.18
2022-12-26,North,Product C,51,224.22,11435.22
2022-12-26,Central,Product E,96,111.98,10750.08
2022-12-26,Central,Product C,54,426.75,23044.5
2022-12-26,East,Product D,87,372.67,32422.29
2022-12-26,North,Product A,97,467.23,45321.31
2022-12-27,West,Product C,18,300.58,5410.44
2022-12-27,Central,Product E,16,51.18,818.88
2022-12-27,North,Product E,8,438.08,3504.64
2022-12-27,North,Product B,33,67.41,2224.53
2022-12-28,East,Product A,88,314.34,27661.92
2022-12-28,South,Product E,34,141.11,4797.74
2022-12-28,Central,Product D,24,387.33,9295.92
2022-12-28,East,Product A,65,127.31,8275.15
2022-12-29,North,Product B,55,76.0,4180.0
2022-12-29,East,Product E,38,367.67,13971.46
2022-12-29,South,Product C,72,64.35,4633.2
2022-12-29,Central,Product A,42,50.02,2100.84
2022-12-29,South,Product E,97,359.04,34826.88
2022-12-29,South,Product C,67,174.99,11724.33
2022-12-29,South,Product B,74,90.49,6696.26
2022-12-29,East,Product A,17,252.56,4293.52
2022-12-29,East,Product C,64,474.9,30393.6
2022-12-30,Central,Product B,10,140.53,1405.3
2022-12-30,Central,Product C,40,485.25,19410.0
2022-12-30,South,Product A,82,475.63,39001.66
2022-12-30,Central,Product A,64,172.03,11009.92
2022-12-30,West,Product E,9,475.82,4282.38
2022-12-31,South,Product B,61,498.21,30390.81
2022-12-31,North,Product D,16,439.44,7031.04
2022-12-31,South,Product B,14,441.4,6179.6
2022-12-31,West,Product B,94,306.75,28834.5
2022-12-31,West,Product E,84,183.23,15391.32
2022-12-31,North,Product D,62,386.74,23977.88
2023-01-01,West,Product C,91,217.51,19793.41
2023-01-01,East,Product B,71,368.06,26132.26
2023-01-01,West,Product B,86,278.54,23954.44
2023-01-01,Central,Product A,35,448.67,15703.45
2023-01-01,Central,Product C,50,475.27,23763.5
2023-01-01,Central,Product A,31,66.6,2064.6
2023-01-02,West,Product B,92,79.27,7292.84
2023-01-02,South,Product E,61,350.57,21384.77
2023-01-02,West,Product D,43,299.53,12879.79
2023-01-02,North,Product A,50,401.78,20089.0
2023-01-02,West,Product E,90,461.6,41544.0
2023-01-03,North,Product B,47,172.64,8114.08
2023-01-03,East,Product D,2,59.46,118.92
2023-01-03,West,Product A,11,183.17,2014.87
2023-01-04,Central,Product E,80,248.06,19844.8
2023-01-04,East,Product C,89,242.53,21585.17
2023-01-04,East,Product B,14,221.73,3104.22
2023-01-05,Central,Product C,25,80.16,2004.0
2023-01-05,West,Product B,7,81.34,569.38
2023-01-05,Central,Product C,38,462.81,17586.78
2023-01-05,East,Product E,42,426.47,17911.74
2023-01-06,South,Product C,33,200.85,6628.05
2023-01-06,South,Product D,62,210.76,13067.12
2023-01-06,Central,Product E,29,92.39,2679.31
2023-01-06,West,Product B,78,443.9,34624.2
2023-01-07,South,Product E,98,145.21,14230.58
2023-01-07,West,Product C,3,63.51,190.53
2023-01-07,East,Product C,28,284.64,7969.92
2023-01-08,West,Product E,40,309.8,12392.0
2023-01-08,West,Product E,44,96.08,4227.52
2023-01-08,South,Product C,26,480.57,12494.82
2023-01-09,West,Product B,96,281.24,26999.04
2023-01-09,Central,Product B,32,125.83,4026.56
2023-01-09,Central,Product C,74,187.51,13875.74
2023-01-09,East,Product B,50,231.81,11590.5
2023-01-10,South,Product C,10,459.84,4598.4
2023-01-10,West,Product A,55,326.38,17950.9
2023-01-10,West,Product E,94,99.68,9369.92
2023-01-10,Central,Product A,61,63.68,3884.48
2023-01-10,North,Product E,13,431.94,5615.22
2023-01-10,West,Product D,64,323.59,20709.76
2023-01-10,North,Product B,35,315.02,11025.7
2023-01-11,South,Product D,13,269.54,3504.02
2023-01-11,East,Product E,16,72.07,1153.12
2023-01-11,East,Product A,39,233.09,9090.51
2023-01-11,West,Product E,44,371.35,16339.4
2023-01-11,East,Product D,23,205.05,4716.15
2023-01-11,North,Product A,68,260.53,17716.04
2023-01-11,East,Product B,59,447.51,26403.09
2023-01-12,South,Product E,51,236.07,12039.57
2023-01-12,North,Product E,88,57.44,5054.72
2023-01-12,Central,Product A,95,198.21,18829.95
2023-01-13,North,Product B,32,58.63,1876.16
2023-01-13,South,Product B,2,293.53,587.06
2023-01-13,South,Product B,75,147.98,11098.5
2023-01-13,East,Product C,85,60.4,5134.0
2023-01-14,East,Product E,78,248.58,19389.24
2023-01-14,West,Product B,11,447.83,4926.13
2023-01-14,East,Product A,78,443.62,34602.36
2023-01-14,South,Product E,52,434.8,22609.6
2023-01-15,West,Product D,9,189.31,1703.79
2023-01-15,North,Product C,66,438.9,28967.4
2023-01-15,North,Product D,89,232.74,20713.86
2023-01-16,South,Product B,60,129.03,7741.8
2023-01-16,East,Product E,41,359.58,14742.78
2023-01-16,Central,Product B,49,433.9,21261.1
2023-01-16,West,Product C,5,424.78,2123.9
2023-01-16,Central,Product D,86,282.86,24325.96
2023-01-16,West,Product C,66,168.15,11097.9
2023-01-16,North,Product A,95,105.16,9990.2
2023-01-16,Central,Product A,81,413.81,33518.61
2023-01-17,West,Product E,78,251.7,19632.6
2023-01-17,East,Product C,79,407.23,32171.17
2023-01-18,East,Product C,87,355.42,30921.54
2023-01-18,East,Product B,26,360.3,9367.8
2023-01-18,North,Product B,27,200.41,5411.07
2023-01-18,North,Product B,26,293.68,7635.68
2023-01-18,Central,Product A,47,74.54,3503.38
2023-01-18,South,Product D,56,279.45,15649.2
2023-01-18,East,Product E,41,261.61,10726.01
2023-01-18,North,Product B,21,226.25,4751.25
2023-01-18,West,Product D,92,268.89,24737.88
2023-01-19,South,Product A,2,59.23,118.46
2023-01-19,Central,Product C,52,97.03,5045.56
2023-01-19,North,Product E,72,366.25,26370.0
2023-01-19,West,Product A,35,175.97,6158.95
2023-01-19,East,Product A,64,289.94,18556.16
2023-01-19,East,Product C,75,383.02,28726.5
2023-01-19,West,Product D,9,157.22,1414.98
2023-01-19,East,Product B,22,490.74,10796.28
2023-01-19,North,Product D,45,417.69,18796.05
2023-01-20,West,Product B,23,192.25,4421.75
2023-01-20,South,Product B,97,71.34,6919.98
2023-01-20,West,Product D,4,67.0,268.0
2023-01-21,South,Product C,51,188.76,9626.76
2023-01-21,Central,Product A,68,173.7,11811.6
2023-01-21,Central,Product D,29,301.95,8756.55
2023-01-21,West,Product A,70,404.85,28339.5
2023-01-21,North,Product A,5,296.98,1484.9
2023-01-21,Central,Product B,78,167.95,13100.1
2023-01-21,West,Product C,26,54.93,1428.18
2023-01-22,East,Product E,93,142.37,13240.41
2023-01-22,West,Product C,90,87.76,7898.4
2023-01-22,Central,Product E,64,221.5,14176.0
2023-01-22,West,Product A,42,433.86,18222.12
2023-01-22,East,Product E,75,348.23,26117.25
2023-01-22,West,Product E,31,441.86,13697.66
2023-01-22,North,Product E,74,205.0,15170.0
2023-01-22,North,Product D,28,373.04,10445.12
2023-01-22,Central,Product B,27,333.21,8996.67
2023-01-22,Central,Product D,57,139.59,7956.63
2023-01-23,West,Product D,70,427.38,29916.6
2023-01-23,North,Product C,27,442.41,11945.07
2023-01-23,West,Product C,23,262.89,6046.47
2023-01-23,West,Product B,62,360.49,22350.38
2023-01-24,Central,Product C,90,58.11,5229.9
2023-01-24,West,Product E,68,325.47,22131.96
2023-01-25,North,Product B,70,88.34,6183.8
2023-01-25,North,Product E,44,304.33,13390.52
2023-01-25,Central,Product A,21,391.16,8214.36
2023-01-25,East,Product D,22,486.88,10711.36
2023-01-25,Central,Product A,82,231.81,19008.42
2023-01-25,South,Product C,72,186.18,13404.96
2023-01-25,West,Product B,42,495.2,20798.4
2023-01-25,North,Product B,83,392.93,32613.19
2023-01-26,Central,Product C,87,423.56,36849.72
2023-01-26,Central,Product E,28,359.68,10071.04
2023-01-26,Central,Product C,83,299.09,24824.47
2023-01-26,East,Product E,76,163.14,12398.64
2023-01-26,North,Product B,86,229.05,19698.3
2023-01-26,North,Product B,58,373.8,21680.4
2023-01-27,Central,Product D,73,443.3,32360.9
2023-01-27,South,Product B,1,433.15,433.15
2023-01-27,East,Product A,98,407.47,39932.06
2023-01-28,North,Product C,50,342.9,17145.0
2023-01-28,East,Product A,79,211.58,16714.82
2023-01-28,Central,Product E,78,182.32,14220.96
2023-01-28,West,Product D,17,195.05,3315.85
2023-01-28,South,Product A,44,126.39,5561.16
2023-01-30,North,Product D,61,304.28,18561.08
2023-01-30,East,Product A,95,272.29,25867.55
2023-01-30,South,Product D,76,253.85,19292.6
2023-01-30,East,Product C,54,262.53,14176.62
2023-01-30,North,Product E,79,428.24,33830.96
2023-01-31,East,Product E,68,202.81,13791.08
2023-01-31,East,Product E,10,113.29,1132.9
2023-01-31,West,Product D,64,311.33,19925.12
2023-01-31,South,Product A,17,271.18,4610.06
2023-01-31,West,Product C,14,422.62,5916.68
2023-01-31,North,Product D,12,120.16,1441.92
2023-02-01,South,Product C,97,271.63,26348.11
2023-02-01,Central,Product D,5,202.59,1012.95
2023-02-01,North,Product C,38,160.23,6088.74
2023-02-01,West,Product B,80,330.7,26456.0
2023-02-01,Central,Product E,77,426.98,32877.46
2023-02-01,South,Product D,23,244.31,5619.13
2023-02-01,East,Product B,59,120.35,7100.65
2023-02-02,West,Product C,72,310.98,22390.56
2023-02-02,South,Product E,59,334.3,19723.7
2023-02-02,West,Product A,35,404.67,14163.45
2023-02-02,South,Product D,79,53.97,4263.63
2023-02-02,Central,Product C,28,246.3,6896.4
2023-02-02,East,Product D,83,414.87,34434.21
2023-02-03,South,Product A,77,309.38,23822.26
2023-02-03,East,Product B,9,456.7,4110.3
2023-02-03,West,Product E,88,299.66,26370.08
2023-02-03,North,Product B,25,424.75,10618.75
2023-02-03,North,Product E,77,112.27,8644.79
2023-02-03,South,Product D,30,90.98,2729.4
2023-02-04,East,Product C,29,252.36,7318.44
2023-02-04,East,Product E,3,294.06,882.18
2023-02-04,Central,Product E,27,333.1,8993.7
2023-02-05,Central,Product D,23,124.49,2863.27
2023-02-05,East,Product E,64,417.22,26702.08
2023-02-05,West,Product E,27,390.72,10549.44
2023-02-05,West,Product B,69,274.83,18963.27
2023-02-05,West,Product D,47,293.6,13799.2
2023-02-05,North,Product B,47,430.95,20254.65
2023-02-05,North,Product E,34,213.75,7267.5
2023-02-05,North,Product A,95,379.3,36033.5
2023-02-05,Central,Product C,65,213.87,13901.55
2023-02-06,East,Product E,62,165.81,10280.22
2023-02-06,South,Product D,88,223.64,19680.32
2023-02-06,South,Product A,74,478.91,35439.34
2023-02-07,Central,Product E,87,50.11,4359.57
2023-02-07,South,Product C,42,383.07,16088.94
2023-02-07,Central,Product C,74,362.06,26792.44
2023-02-08,East,Product D,21,420.71,8834.91
2023-02-08,East,Product B,66,76.16,5026.56
2023-02-08,East,Product E,49,179.9,8815.1
2023-02-08,North,Product E,64,397.17,25418.88
2023-02-08,South,Product E,25,219.17,5479.25
2023-02-09,South,Product C,81,361.68,29296.08
2023-02-09,Central,Product B,23,264.48,6083.04
2023-02-09,North,Product D,89,443.15,39440.35
2023-02-09,North,Product D,67,128.83,8631.61
2023-02-09,West,Product D,98,241.02,23619.96
2023-02-09,East,Product C,87,191.03,16619.61
2023-02-09,West,Product E,82,405.35,33238.7
2023-02-09,East,Product D,5,104.68,523.4
2023-02-10,North,Product A,62,242.11,15010.82
2023-02-10,Central,Product A,34,399.59,13586.06
2023-02-10,South,Product B,90,352.51,31725.9
2023-02-10,South,Product B,10,187.7,1877.0
2023-02-10,South,Product B,74,102.0,7548.0
2023-02-10,North,Product D,69,274.48,18939.12
2023-02-10,West,Product D,92,163.48,15040.16
2023-02-11,South,Product A,62,98.11,6082.82
2023-02-11,Central,Product C,25,415.9,10397.5
2023-02-11,North,Product E,68,107.58,7315.44
2023-02-11,South,Product A,58,488.41,28327.78
2023-02-11,West,Product D,61,112.39,6855.79
2023-02-11,Central,Product B,44,324.31,14269.64
2023-02-12,East,Product A,69,282.58,19498.02
2023-02-12,West,Product D,29,286.31,8302.99
2023-02-12,East,Product D,77,485.54,37386.58
